anio,funcion,sexo,decil,valor_millones
2005,Cuidados y apoyo,Mujeres,X,33040.868
2006,Cuidados y apoyo,Mujeres,Total,395367.583
2006,Cuidados y apoyo,Mujeres,I,27677.382
2006,Cuidados y apoyo,Mujeres,II,33289.734
2006,Cuidados y apoyo,Mujeres,III,38965.731
2006,Cuidados y apoyo,Mujeres,IV,40534.572
2006,Cuidados y apoyo,Mujeres,V,42142.168
2006,Cuidados y apoyo,Mujeres,VI,46033.845
2006,Cuidados y apoyo,Mujeres,VII,43798.937
2006,Cuidados y apoyo,Mujeres,VIII,39549.692
2006,Cuidados y apoyo,Mujeres,IX,42709.184
2006,Cuidados y apoyo,Mujeres,X,40666.337
2007,Cuidados y apoyo,Mujeres,Total,472606.935
2007,Cuidados y apoyo,Mujeres,I,33488.94
2007,Cuidados y apoyo,Mujeres,II,39264.554
2007,Cuidados y apoyo,Mujeres,III,45906.413
2007,Cuidados y apoyo,Mujeres,IV,49864.048
2007,Cuidados y apoyo,Mujeres,V,49059.843
2007,Cuidados y apoyo,Mujeres,VI,55222.799
2007,Cuidados y apoyo,Mujeres,VII,53079.343
2007,Cuidados y apoyo,Mujeres,VIII,46896.753
2007,Cuidados y apoyo,Mujeres,IX,50805.454
2007,Cuidados y apoyo,Mujeres,X,49018.787
2008,Cuidados y apoyo,Mujeres,Total,539289.666
2008,Cuidados y apoyo,Mujeres,I,38613.591
2008,Cuidados y apoyo,Mujeres,II,44308.803
2008,Cuidados y apoyo,Mujeres,III,51739.649
2008,Cuidados y apoyo,Mujeres,IV,58367.252
2008,Cuidados y apoyo,Mujeres,V,54748.157
2008,Cuidados y apoyo,Mujeres,VI,63098.279
2008,Cuidados y apoyo,Mujeres,VII,61216.038
2008,Cuidados y apoyo,Mujeres,VIII,53101.82
2008,Cuidados y apoyo,Mujeres,IX,57849.966
2008,Cuidados y apoyo,Mujeres,X,56246.112
2009,Cuidados y apoyo,Mujeres,Total,536955.427
2009,Cuidados y apoyo,Mujeres,I,39083.285
2009,Cuidados y apoyo,Mujeres,II,43780.384
2009,Cuidados y apoyo,Mujeres,III,51023.734
2009,Cuidados y apoyo,Mujeres,IV,59632.841
2009,Cuidados y apoyo,Mujeres,V,53239.656
2009,Cuidados y apoyo,Mujeres,VI,62810.837
2009,Cuidados y apoyo,Mujeres,VII,61409.472
2009,Cuidados y apoyo,Mujeres,VIII,52294.583
2009,Cuidados y apoyo,Mujeres,IX,57543.935
2009,Cuidados y apoyo,Mujeres,X,56136.702
2010,Cuidados y apoyo,Mujeres,Total,606800.634
2010,Cuidados y apoyo,Mujeres,I,44344.813
2010,Cuidados y apoyo,Mujeres,II,47587.282
2010,Cuidados y apoyo,Mujeres,III,57814.208
2010,Cuidados y apoyo,Mujeres,IV,68187.56
2010,Cuidados y apoyo,Mujeres,V,62048.835
2010,Cuidados y apoyo,Mujeres,VI,70104.625
2010,Cuidados y apoyo,Mujeres,VII,68302.638
2010,Cuidados y apoyo,Mujeres,VIII,61042.861
2010,Cuidados y apoyo,Mujeres,IX,63600.636
2010,Cuidados y apoyo,Mujeres,X,63767.176
2011,Cuidados y apoyo,Mujeres,Total,693997.824
2011,Cuidados y apoyo,Mujeres,I,51275.402
2011,Cuidados y apoyo,Mujeres,II,52744.133
2011,Cuidados y apoyo,Mujeres,III,66508.285
2011,Cuidados y apoyo,Mujeres,IV,78983.304
2011,Cuidados y apoyo,Mujeres,V,72743.775
2011,Cuidados y apoyo,Mujeres,VI,79100.643
2011,Cuidados y apoyo,Mujeres,VII,76703.894
2011,Cuidados y apoyo,Mujeres,VIII,71577.435
2011,Cuidados y apoyo,Mujeres,IX,71399.473
2011,Cuidados y apoyo,Mujeres,X,72961.482
2012,Cuidados y apoyo,Mujeres,Total,789280.787
2012,Cuidados y apoyo,Mujeres,I,58781.766
2012,Cuidados y apoyo,Mujeres,II,58212.452
2012,Cuidados y apoyo,Mujeres,III,76018.022
2012,Cuidados y apoyo,Mujeres,IV,90901.228
2012,Cuidados y apoyo,Mujeres,V,84596.65
2012,Cuidados y apoyo,Mujeres,VI,89007.646
2012,Cuidados y apoyo,Mujeres,VII,85829.791
2012,Cuidados y apoyo,Mujeres,VIII,83131.758
2012,Cuidados y apoyo,Mujeres,IX,79829.701
2012,Cuidados y apoyo,Mujeres,X,82971.773
2013,Cuidados y apoyo,Mujeres,Total,845187.933
2013,Cuidados y apoyo,Mujeres,I,63541.299
2013,Cuidados y apoyo,Mujeres,II,60763.999
2013,Cuidados y apoyo,Mujeres,III,81807.684
2013,Cuidados y apoyo,Mujeres,IV,98285.831
2013,Cuidados y apoyo,Mujeres,V,92228.766
2013,Cuidados y apoyo,Mujeres,VI,94326.261
2013,Cuidados y apoyo,Mujeres,VII,90538.602
2013,Cuidados y apoyo,Mujeres,VIII,90641.577
2013,Cuidados y apoyo,Mujeres,IX,84212.822
2013,Cuidados y apoyo,Mujeres,X,88841.094
2014,Cuidados y apoyo,Mujeres,Total,884107.597
2014,Cuidados y apoyo,Mujeres,I,66289.085
2014,Cuidados y apoyo,Mujeres,II,61579.684
2014,Cuidados y apoyo,Mujeres,III,85236.45
2014,Cuidados y apoyo,Mujeres,IV,103247.542
2014,Cuidados y apoyo,Mujeres,V,98095.697
2014,Cuidados y apoyo,Mujeres,VI,97378.933
2014,Cuidados y apoyo,Mujeres,VII,93393.272
2014,Cuidados y apoyo,Mujeres,VIII,97350.204
2014,Cuidados y apoyo,Mujeres,IX,87230.956
2014,Cuidados y apoyo,Mujeres,X,94305.774
2015,Cuidados y apoyo,Mujeres,Total,942342.54
2015,Cuidados y apoyo,Mujeres,I,71167.241
2015,Cuidados y apoyo,Mujeres,II,67654.114
2015,Cuidados y apoyo,Mujeres,III,89516.413
2015,Cuidados y apoyo,Mujeres,IV,107359.722
2015,Cuidados y apoyo,Mujeres,V,104046.224
2015,Cuidados y apoyo,Mujeres,VI,103734.059
2015,Cuidados y apoyo,Mujeres,VII,99947.41
2015,Cuidados y apoyo,Mujeres,VIII,103959.283
2015,Cuidados y apoyo,Mujeres,IX,94775.167
2015,Cuidados y apoyo,Mujeres,X,100182.907
2016,Cuidados y apoyo,Mujeres,Total,977041.811
2016,Cuidados y apoyo,Mujeres,I,74434.544
2016,Cuidados y apoyo,Mujeres,II,72405.208
2016,Cuidados y apoyo,Mujeres,III,91309.696
2016,Cuidados y apoyo,Mujeres,IV,108302.056
2016,Cuidados y apoyo,Mujeres,V,106985.959
2016,Cuidados y apoyo,Mujeres,VI,107134.134
2016,Cuidados y apoyo,Mujeres,VII,104133.028
2016,Cuidados y apoyo,Mujeres,VIII,108101.988
2016,Cuidados y apoyo,Mujeres,IX,100401.151
2016,Cuidados y apoyo,Mujeres,X,103834.048
2017,Cuidados y apoyo,Mujeres,Total,1009585.62
2017,Cuidados y apoyo,Mujeres,I,77817.741
2017,Cuidados y apoyo,Mujeres,II,77203.747
2017,Cuidados y apoyo,Mujeres,III,92986.686
2017,Cuidados y apoyo,Mujeres,IV,108937.471
2017,Cuidados y apoyo,Mujeres,V,109592.625
2017,Cuidados y apoyo,Mujeres,VI,110202.886
2017,Cuidados y apoyo,Mujeres,VII,108064.502
2017,Cuidados y apoyo,Mujeres,VIII,111905.695
2017,Cuidados y apoyo,Mujeres,IX,105850.337
2017,Cuidados y apoyo,Mujeres,X,107023.93
2018,Cuidados y apoyo,Mujeres,Total,1063570.092
2018,Cuidados y apoyo,Mujeres,I,82889.602
2018,Cuidados y apoyo,Mujeres,II,83714.315
2018,Cuidados y apoyo,Mujeres,III,96536.921
2018,Cuidados y apoyo,Mujeres,IV,111638.31
2018,Cuidados y apoyo,Mujeres,V,114526.326
2018,Cuidados y apoyo,Mujeres,VI,115607.468
2018,Cuidados y apoyo,Mujeres,VII,114231.151
2018,Cuidados y apoyo,Mujeres,VIII,118149.197
2018,Cuidados y apoyo,Mujeres,IX,113695.372
2018,Cuidados y apoyo,Mujeres,X,112581.429
2019,Cuidados y apoyo,Mujeres,Total,1148587.977
2019,Cuidados y apoyo,Mujeres,I,90108.579
2019,Cuidados y apoyo,Mujeres,II,92749.291
2019,Cuidados y apoyo,Mujeres,III,102638.988
2019,Cuidados y apoyo,Mujeres,IV,117549.508
2019,Cuidados y apoyo,Mujeres,V,122871.773
2019,Cuidados y apoyo,Mujeres,VI,124609.172
2019,Cuidados y apoyo,Mujeres,VII,123948.68
2019,Cuidados y apoyo,Mujeres,VIII,127933.13
2019,Cuidados y apoyo,Mujeres,IX,124900.628
2019,Cuidados y apoyo,Mujeres,X,121278.227
2020,Cuidados y apoyo,Mujeres,Total,1227743.893
2020,Cuidados y apoyo,Mujeres,I,100546.589
2020,Cuidados y apoyo,Mujeres,II,100741.328
2020,Cuidados y apoyo,Mujeres,III,113804.807
2020,Cuidados y apoyo,Mujeres,IV,123752.954
2020,Cuidados y apoyo,Mujeres,V,131671.218
2020,Cuidados y apoyo,Mujeres,VI,134069.035
2020,Cuidados y apoyo,Mujeres,VII,131891.556
2020,Cuidados y apoyo,Mujeres,VIII,132690.94
2020,Cuidados y apoyo,Mujeres,IX,130427.81
2020,Cuidados y apoyo,Mujeres,X,128147.656
2021,Cuidados y apoyo,Mujeres,Total,1203715.073
2021,Cuidados y apoyo,Mujeres,I,102274.745
2021,Cuidados y apoyo,Mujeres,II,99015.124
2021,Cuidados y apoyo,Mujeres,III,114429.702
2021,Cuidados y apoyo,Mujeres,IV,118930.742
2021,Cuidados y apoyo,Mujeres,V,128492.004
2021,Cuidados y apoyo,Mujeres,VI,131371.809
2021,Cuidados y apoyo,Mujeres,VII,129512.392
2021,Cuidados y apoyo,Mujeres,VIII,127923.637
2021,Cuidados y apoyo,Mujeres,IX,125590.157
2021,Cuidados y apoyo,Mujeres,X,126174.761
2022,Cuidados y apoyo,Mujeres,Total,1218165.346
2022,Cuidados y apoyo,Mujeres,I,107634.383
2022,Cuidados y apoyo,Mujeres,II,100707.999
2022,Cuidados y apoyo,Mujeres,III,119099.457
2022,Cuidados y apoyo,Mujeres,IV,118157.366
2022,Cuidados y apoyo,Mujeres,V,129593.018
2022,Cuidados y apoyo,Mujeres,VI,133082.58
2022,Cuidados y apoyo,Mujeres,VII,130825.492
2022,Cuidados y apoyo,Mujeres,VIII,127017.721
2022,Cuidados y apoyo,Mujeres,IX,124289.892
2022,Cuidados y apoyo,Mujeres,X,127757.438
2023,Cuidados y apoyo,Mujeres,Total,1326359.283
2023,Cuidados y apoyo,Mujeres,I,122170.978
2023,Cuidados y apoyo,Mujeres,II,110147.389
2023,Cuidados y apoyo,Mujeres,III,133554.808
2023,Cuidados y apoyo,Mujeres,IV,125429.265
2023,Cuidados y apoyo,Mujeres,V,140446.035
2023,Cuidados y apoyo,Mujeres,VI,144602.693
2023,Cuidados y apoyo,Mujeres,VII,142085.419
2023,Cuidados y apoyo,Mujeres,VIII,135181.5
2023,Cuidados y apoyo,Mujeres,IX,132621.466
2023,Cuidados y apoyo,Mujeres,X,140119.73
2024,Cuidados y apoyo,Mujeres,Total,1442573.699
2024,Cuidados y apoyo,Mujeres,I,138413.25
2024,Cuidados y apoyo,Mujeres,II,120302.273
2024,Cuidados y apoyo,Mujeres,III,149281.869
2024,Cuidados y apoyo,Mujeres,IV,133214.744
2024,Cuidados y apoyo,Mujeres,V,152047.905
2024,Cuidados y apoyo,Mujeres,VI,157015.056
2024,Cuidados y apoyo,Mujeres,VII,153721.919
2024,Cuidados y apoyo,Mujeres,VIII,144245.15
2024,Cuidados y apoyo,Mujeres,IX,140625.059
2024,Cuidados y apoyo,Mujeres,X,153706.473
2003,Cuidados y apoyo,Hombres,Total,83674.154
2003,Cuidados y apoyo,Hombres,I,3847.013
2003,Cuidados y apoyo,Hombres,II,6074.175
2003,Cuidados y apoyo,Hombres,III,7875.231
2003,Cuidados y apoyo,Hombres,IV,8591.02
2003,Cuidados y apoyo,Hombres,V,7932.357
2003,Cuidados y apoyo,Hombres,VI,8117.917
2003,Cuidados y apoyo,Hombres,VII,9348.74
2003,Cuidados y apoyo,Hombres,VIII,10024.76
2003,Cuidados y apoyo,Hombres,IX,10937.518
2003,Cuidados y apoyo,Hombres,X,10925.422
2004,Cuidados y apoyo,Hombres,Total,95431.706
2004,Cuidados y apoyo,Hombres,I,4755.517
2004,Cuidados y apoyo,Hombres,II,6923.154
2004,Cuidados y apoyo,Hombres,III,8749.958
2004,Cuidados y apoyo,Hombres,IV,9672.543
2004,Cuidados y apoyo,Hombres,V,9306.405
2004,Cuidados y apoyo,Hombres,VI,9483.346
2004,Cuidados y apoyo,Hombres,VII,10703.575
2004,Cuidados y apoyo,Hombres,VIII,11126.546
2004,Cuidados y apoyo,Hombres,IX,12506.17
2004,Cuidados y apoyo,Hombres,X,12204.491
2005,Cuidados y apoyo,Hombres,Total,97735.602
2005,Cuidados y apoyo,Hombres,I,5180.737
2005,Cuidados y apoyo,Hombres,II,7068.097
2005,Cuidados y apoyo,Hombres,III,8756.812
2005,Cuidados y apoyo,Hombres,IV,9820.258
2005,Cuidados y apoyo,Hombres,V,9710.209
2005,Cuidados y apoyo,Hombres,VI,9903.785
2005,Cuidados y apoyo,Hombres,VII,10995.77
2005,Cuidados y apoyo,Hombres,VIII,11140.432
2005,Cuidados y apoyo,Hombres,IX,12848.493
2005,Cuidados y apoyo,Hombres,X,12311.009
2006,Cuidados y apoyo,Hombres,Total,121043.721
2006,Cuidados y apoyo,Hombres,I,6846.799
2006,Cuidados y apoyo,Hombres,II,8797.967
2006,Cuidados y apoyo,Hombres,III,10600.61
2006,Cuidados y apoyo,Hombres,IV,12021.925
2006,Cuidados y apoyo,Hombres,V,12369.043
2006,Cuidados y apoyo,Hombres,VI,12498.528
2006,Cuidados y apoyo,Hombres,VII,13665.675
2006,Cuidados y apoyo,Hombres,VIII,13460.388
2006,Cuidados y apoyo,Hombres,IX,15888.008
2006,Cuidados y apoyo,Hombres,X,14894.776
2007,Cuidados y apoyo,Hombres,Total,145602.871
2007,Cuidados y apoyo,Hombres,I,8590.466
2007,Cuidados y apoyo,Hombres,II,10536.619
2007,Cuidados y apoyo,Hombres,III,12528.556
2007,Cuidados y apoyo,Hombres,IV,14386.836
2007,Cuidados y apoyo,Hombres,V,15096.858
2007,Cuidados y apoyo,Hombres,VI,15289.168
2007,Cuidados y apoyo,Hombres,VII,16459.814
2007,Cuidados y apoyo,Hombres,VIII,15901.904
2007,Cuidados y apoyo,Hombres,IX,19116.441
2007,Cuidados y apoyo,Hombres,X,17696.209
2008,Cuidados y apoyo,Hombres,Total,166964.999
2008,Cuidados y apoyo,Hombres,I,10220.885
2008,Cuidados y apoyo,Hombres,II,12084.483
2008,Cuidados y apoyo,Hombres,III,14141.068
2008,Cuidados y apoyo,Hombres,IV,16361.581
2008,Cuidados y apoyo,Hombres,V,17584.235
2008,Cuidados y apoyo,Hombres,VI,17769.547
2008,Cuidados y apoyo,Hombres,VII,18953.829
2008,Cuidados y apoyo,Hombres,VIII,17895.922
2008,Cuidados y apoyo,Hombres,IX,21953.172
2008,Cuidados y apoyo,Hombres,X,20000.277
2009,Cuidados y apoyo,Hombres,Total,166028.338
2009,Cuidados y apoyo,Hombres,I,10667.439
2009,Cuidados y apoyo,Hombres,II,12166.603
2009,Cuidados y apoyo,Hombres,III,13763.26
2009,Cuidados y apoyo,Hombres,IV,16034.897
2009,Cuidados y apoyo,Hombres,V,17864.811
2009,Cuidados y apoyo,Hombres,VI,17830.482
2009,Cuidados y apoyo,Hombres,VII,18982.319
2009,Cuidados y apoyo,Hombres,VIII,17323.783
2009,Cuidados y apoyo,Hombres,IX,21960.116
2009,Cuidados y apoyo,Hombres,X,19434.629
2010,Cuidados y apoyo,Hombres,Total,191502.115
2010,Cuidados y apoyo,Hombres,I,12285.351
2010,Cuidados y apoyo,Hombres,II,13573.944
2010,Cuidados y apoyo,Hombres,III,15809.331
2010,Cuidados y apoyo,Hombres,IV,18571.441
2010,Cuidados y apoyo,Hombres,V,20596.825
2010,Cuidados y apoyo,Hombres,VI,20630.344
2010,Cuidados y apoyo,Hombres,VII,22006.734
2010,Cuidados y apoyo,Hombres,VIII,20787.037
2010,Cuidados y apoyo,Hombres,IX,24643.547
2010,Cuidados y apoyo,Hombres,X,22597.56
2011,Cuidados y apoyo,Hombres,Total,221328.274
2011,Cuidados y apoyo,Hombres,I,14402.548
2011,Cuidados y apoyo,Hombres,II,15444.114
2011,Cuidados y apoyo,Hombres,III,18071.994
2011,Cuidados y apoyo,Hombres,IV,21350.195
2011,Cuidados y apoyo,Hombres,V,23924.851
2011,Cuidados y apoyo,Hombres,VI,23801.734
2011,Cuidados y apoyo,Hombres,VII,25638.115
2011,Cuidados y apoyo,Hombres,VIII,24629.235
2011,Cuidados y apoyo,Hombres,IX,27975.817
2011,Cuidados y apoyo,Hombres,X,26089.673
2012,Cuidados y apoyo,Hombres,Total,253902.515
2012,Cuidados y apoyo,Hombres,I,16741.499
2012,Cuidados y apoyo,Hombres,II,17494.079
2012,Cuidados y apoyo,Hombres,III,20533.413
2012,Cuidados y apoyo,Hombres,IV,24408.651
2012,Cuidados y apoyo,Hombres,V,27611.928
2012,Cuidados y apoyo,Hombres,VI,27261.284
2012,Cuidados y apoyo,Hombres,VII,29639.88
2012,Cuidados y apoyo,Hombres,VIII,28822.683
2012,Cuidados y apoyo,Hombres,IX,31569.577
2012,Cuidados y apoyo,Hombres,X,29819.52
2013,Cuidados y apoyo,Hombres,Total,273835.999
2013,Cuidados y apoyo,Hombres,I,18271.966
2013,Cuidados y apoyo,Hombres,II,18671.718
2013,Cuidados y apoyo,Hombres,III,21948.395
2013,Cuidados y apoyo,Hombres,IV,26227.199
2013,Cuidados y apoyo,Hombres,V,29883.914
2013,Cuidados y apoyo,Hombres,VI,29347.723
2013,Cuidados y apoyo,Hombres,VII,32156.687
2013,Cuidados y apoyo,Hombres,VIII,31637.942
2013,Cuidados y apoyo,Hombres,IX,33587.467
2013,Cuidados y apoyo,Hombres,X,32102.99
2014,Cuidados y apoyo,Hombres,Total,299697.369
2014,Cuidados y apoyo,Hombres,I,19573.925
2014,Cuidados y apoyo,Hombres,II,19597.572
2014,Cuidados y apoyo,Hombres,III,23377.229
2014,Cuidados y apoyo,Hombres,IV,28060.953
2014,Cuidados y apoyo,Hombres,V,32267.036
2014,Cuidados y apoyo,Hombres,VI,31928.366
2014,Cuidados y apoyo,Hombres,VII,35173.035
2014,Cuidados y apoyo,Hombres,VIII,35881.889
2014,Cuidados y apoyo,Hombres,IX,37016.389
2014,Cuidados y apoyo,Hombres,X,36820.975
2015,Cuidados y apoyo,Hombres,Total,318256.673
2015,Cuidados y apoyo,Hombres,I,19889.672
2015,Cuidados y apoyo,Hombres,II,20683.761
2015,Cuidados y apoyo,Hombres,III,25025.642
2015,Cuidados y apoyo,Hombres,IV,30098.229
2015,Cuidados y apoyo,Hombres,V,34057.434
2015,Cuidados y apoyo,Hombres,VI,34108.858
2015,Cuidados y apoyo,Hombres,VII,37857.008
2015,Cuidados y apoyo,Hombres,VIII,37350.751
2015,Cuidados y apoyo,Hombres,IX,39578.376
2015,Cuidados y apoyo,Hombres,X,39606.943
2016,Cuidados y apoyo,Hombres,Total,330559.293
2016,Cuidados y apoyo,Hombres,I,19625.218
2016,Cuidados y apoyo,Hombres,II,21296.528
2016,Cuidados y apoyo,Hombres,III,26129.201
2016,Cuidados y apoyo,Hombres,IV,31421.206
2016,Cuidados y apoyo,Hombres,V,34972.513
2016,Cuidados y apoyo,Hombres,VI,35618.233
2016,Cuidados y apoyo,Hombres,VII,39770.342
2016,Cuidados y apoyo,Hombres,VIII,38169.716
2016,Cuidados y apoyo,Hombres,IX,41595.676
2016,Cuidados y apoyo,Hombres,X,41960.66
2017,Cuidados y apoyo,Hombres,Total,340747.022
2017,Cuidados y apoyo,Hombres,I,19299.805
2017,Cuidados y apoyo,Hombres,II,21861.025
2017,Cuidados y apoyo,Hombres,III,27150.749
2017,Cuidados y apoyo,Hombres,IV,32577.781
2017,Cuidados y apoyo,Hombres,V,35695.79
2017,Cuidados y apoyo,Hombres,VI,36930.713
2017,Cuidados y apoyo,Hombres,VII,41456.748
2017,Cuidados y apoyo,Hombres,VIII,38654.718
2017,Cuidados y apoyo,Hombres,IX,43269.822
2017,Cuidados y apoyo,Hombres,X,43849.871
2018,Cuidados y apoyo,Hombres,Total,359948.032
2018,Cuidados y apoyo,Hombres,I,19416.132
2018,Cuidados y apoyo,Hombres,II,22934.665
2018,Cuidados y apoyo,Hombres,III,28920.899
2018,Cuidados y apoyo,Hombres,IV,34570.85
2018,Cuidados y apoyo,Hombres,V,37288.164
2018,Cuidados y apoyo,Hombres,VI,39215.055
2018,Cuidados y apoyo,Hombres,VII,44246.907
2018,Cuidados y apoyo,Hombres,VIII,40131.936
2018,Cuidados y apoyo,Hombres,IX,46160.92
2018,Cuidados y apoyo,Hombres,X,47062.505
2019,Cuidados y apoyo,Hombres,Total,387561.425
2019,Cuidados y apoyo,Hombres,I,19901.663
2019,Cuidados y apoyo,Hombres,II,24588.826
2019,Cuidados y apoyo,Hombres,III,31325.88
2019,Cuidados y apoyo,Hombres,IV,37492.882
2019,Cuidados y apoyo,Hombres,V,39875.728
2019,Cuidados y apoyo,Hombres,VI,42452.976
2019,Cuidados y apoyo,Hombres,VII,48132.075
2019,Cuidados y apoyo,Hombres,VIII,42448.437
2019,Cuidados y apoyo,Hombres,IX,50111.051
2019,Cuidados y apoyo,Hombres,X,51231.907
2020,Cuidados y apoyo,Hombres,Total,392558.622
2020,Cuidados y apoyo,Hombres,I,21223.061
2020,Cuidados y apoyo,Hombres,II,25537.18
2020,Cuidados y apoyo,Hombres,III,33213.967
2020,Cuidados y apoyo,Hombres,IV,38271.785
2020,Cuidados y apoyo,Hombres,V,40839.882
2020,Cuidados y apoyo,Hombres,VI,43296.747
2020,Cuidados y apoyo,Hombres,VII,47800.529
2020,Cuidados y apoyo,Hombres,VIII,42551.251
2020,Cuidados y apoyo,Hombres,IX,49145.214
2020,Cuidados y apoyo,Hombres,X,50679.006
2021,Cuidados y apoyo,Hombres,Total,384308.061
2021,Cuidados y apoyo,Hombres,I,20951.406
2021,Cuidados y apoyo,Hombres,II,24821.977
2021,Cuidados y apoyo,Hombres,III,33027.015
2021,Cuidados y apoyo,Hombres,IV,36981.197
2021,Cuidados y apoyo,Hombres,V,39866.608
2021,Cuidados y apoyo,Hombres,VI,42216.625
2021,Cuidados y apoyo,Hombres,VII,46245.42
2021,Cuidados y apoyo,Hombres,VIII,42449.738
2021,Cuidados y apoyo,Hombres,IX,47394.527
2021,Cuidados y apoyo,Hombres,X,50353.548
2022,Cuidados y apoyo,Hombres,Total,382437.466
2022,Cuidados y apoyo,Hombres,I,21386.858
2022,Cuidados y apoyo,Hombres,II,24845.194
2022,Cuidados y apoyo,Hombres,III,33776.121
2022,Cuidados y apoyo,Hombres,IV,36484.218
2022,Cuidados y apoyo,Hombres,V,39576.815
2022,Cuidados y apoyo,Hombres,VI,42060.852
2022,Cuidados y apoyo,Hombres,VII,45353.374
2022,Cuidados y apoyo,Hombres,VIII,42555.685
2022,Cuidados y apoyo,Hombres,IX,46220.019
2022,Cuidados y apoyo,Hombres,X,50178.329
2023,Cuidados y apoyo,Hombres,Total,418005.385
2023,Cuidados y apoyo,Hombres,I,23680.131
2023,Cuidados y apoyo,Hombres,II,26829.546
2023,Cuidados y apoyo,Hombres,III,37730.272
2023,Cuidados y apoyo,Hombres,IV,39278.419
2023,Cuidados y apoyo,Hombres,V,43030.437
2023,Cuidados y apoyo,Hombres,VI,45669.821
2023,Cuidados y apoyo,Hombres,VII,48681.092
2023,Cuidados y apoyo,Hombres,VIII,47505.773
2023,Cuidados y apoyo,Hombres,IX,49572.176
2023,Cuidados y apoyo,Hombres,X,56027.719
2024,Cuidados y apoyo,Hombres,Total,448558.847
2024,Cuidados y apoyo,Hombres,I,26111.052
2024,Cuidados y apoyo,Hombres,II,28909.548
2024,Cuidados y apoyo,Hombres,III,41722.495
2024,Cuidados y apoyo,Hombres,IV,41752.706
2024,Cuidados y apoyo,Hombres,V,45879.488
2024,Cuidados y apoyo,Hombres,VI,48987.209
2024,Cuidados y apoyo,Hombres,VII,51163.55
2024,Cuidados y apoyo,Hombres,VIII,51495.792
2024,Cuidados y apoyo,Hombres,IX,52019.432
2024,Cuidados y apoyo,Hombres,X,60517.576
2003,Ayuda a otros hogares,Total,Total,50170.469
2003,Ayuda a otros hogares,Total,I,5079.643
2003,Ayuda a otros hogares,Total,II,6257.558
2003,Ayuda a otros hogares,Total,III,4327.882
2003,Ayuda a otros hogares,Total,IV,3537.09
2003,Ayuda a otros hogares,Total,V,4451.135
2003,Ayuda a otros hogares,Total,VI,5577.972
2003,Ayuda a otros hogares,Total,VII,4899.329
2003,Ayuda a otros hogares,Total,VIII,4509.317
2003,Ayuda a otros hogares,Total,IX,7323.29
2003,Ayuda a otros hogares,Total,X,4207.252
2004,Ayuda a otros hogares,Total,Total,58655.014
2004,Ayuda a otros hogares,Total,I,5809.573
2004,Ayuda a otros hogares,Total,II,6868.103
2004,Ayuda a otros hogares,Total,III,4910.069
2004,Ayuda a otros hogares,Total,IV,4416.831
2004,Ayuda a otros hogares,Total,V,5335.281
2004,Ayuda a otros hogares,Total,VI,6130.848
2004,Ayuda a otros hogares,Total,VII,6108.71
2004,Ayuda a otros hogares,Total,VIII,5519.646
2004,Ayuda a otros hogares,Total,IX,8226.872
2004,Ayuda a otros hogares,Total,X,5329.08
2005,Ayuda a otros hogares,Total,Total,66040.509
2005,Ayuda a otros hogares,Total,I,6463.949
2005,Ayuda a otros hogares,Total,II,7400.151
2005,Ayuda a otros hogares,Total,III,5441.373
2005,Ayuda a otros hogares,Total,IV,5215.567
2005,Ayuda a otros hogares,Total,V,6130.966
2005,Ayuda a otros hogares,Total,VI,6603.888
2005,Ayuda a otros hogares,Total,VII,7109.406
2005,Ayuda a otros hogares,Total,VIII,6384.542
2005,Ayuda a otros hogares,Total,IX,8893.281
2005,Ayuda a otros hogares,Total,X,6397.386
2006,Ayuda a otros hogares,Total,Total,80255.923
2006,Ayuda a otros hogares,Total,I,7726.871
2006,Ayuda a otros hogares,Total,II,8499.652
2006,Ayuda a otros hogares,Total,III,6492.384
2006,Ayuda a otros hogares,Total,IV,6599.596
2006,Ayuda a otros hogares,Total,V,7568.922
2006,Ayuda a otros hogares,Total,VI,7642.73
2006,Ayuda a otros hogares,Total,VII,9007.853
2006,Ayuda a otros hogares,Total,VIII,8015.237
2006,Ayuda a otros hogares,Total,IX,10447.805
2006,Ayuda a otros hogares,Total,X,8254.874
2007,Ayuda a otros hogares,Total,Total,95221.825
2007,Ayuda a otros hogares,Total,I,9030.543
2007,Ayuda a otros hogares,Total,II,9649.201
2007,Ayuda a otros hogares,Total,III,7599.349
2007,Ayuda a otros hogares,Total,IV,8082.058
2007,Ayuda a otros hogares,Total,V,9044.469
2007,Ayuda a otros hogares,Total,VI,8685.126
2007,Ayuda a otros hogares,Total,VII,11095.172
2007,Ayuda a otros hogares,Total,VIII,9792.151
2007,Ayuda a otros hogares,Total,IX,12095.006
2007,Ayuda a otros hogares,Total,X,10148.751
2008,Ayuda a otros hogares,Total,Total,108097.857
2008,Ayuda a otros hogares,Total,I,10124.722
2008,Ayuda a otros hogares,Total,II,10547.744
2008,Ayuda a otros hogares,Total,III,8550.393
2008,Ayuda a otros hogares,Total,IV,9405.645
2008,Ayuda a otros hogares,Total,V,10311.281
2008,Ayuda a otros hogares,Total,VI,9503.581
2008,Ayuda a otros hogares,Total,VII,12973.291
2008,Ayuda a otros hogares,Total,VIII,11387.874
2008,Ayuda a otros hogares,Total,IX,13435.618
2008,Ayuda a otros hogares,Total,X,11857.708
2009,Ayuda a otros hogares,Total,Total,113564.835
